TOP.5dc27fb2.00062ba0	START
TOP.5dc280d2.000a1d62	hashes->hashfile	C:\Users\John\Downloads\portables\Hashcat\hashes\hash.txt
TOP.5dc280d2.000a1d62	hashes->hashlist_mode	4
TOP.5dc280d2.000a1d62	hashes->hashlist_format	0
TOP.5dc280d2.000a1d62	hashes->hashes_cnt	0
TOP.5dc280d2.000a1d62	hashes->digests_cnt	1
TOP.5dc280d2.000a1d62	hashes->digests_done	0
TOP.5dc280d2.000a1d62	hashes->salts_cnt	1
TOP.5dc280d2.000a1d62	hashes->salts_done	0
TOP.5dc280d2.000a1d62	proc_start	1573028050
TOP.5dc280d2.000a1d62	proc_stop	1573028051
TOP.5dc280d2.000a1d62	STOP
TOP.5dc280df.00000288	START
TOP.5dc280df.00000288	user_options->separator	:
TOP.5dc280df.00000288	user_options->encoding_from	utf-8
TOP.5dc280df.00000288	user_options->encoding_to	utf-8
TOP.5dc280df.00000288	user_options->opencl_device_types	1
TOP.5dc280df.00000288	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5dc280df.00000288	user_options->rule_buf_l	:
TOP.5dc280df.00000288	user_options->rule_buf_r	:
TOP.5dc280df.00000288	user_options->session	2019-11-06
TOP.5dc280df.00000288	user_options->limit	0
TOP.5dc280df.00000288	user_options->skip	0
TOP.5dc280df.00000288	user_options->attack_mode	0
TOP.5dc280df.00000288	user_options->benchmark	0
TOP.5dc280df.00000288	user_options->benchmark_all	0
TOP.5dc280df.00000288	user_options->bitmap_max	18
TOP.5dc280df.00000288	user_options->bitmap_min	16
TOP.5dc280df.00000288	user_options->debug_mode	0
TOP.5dc280df.00000288	user_options->example_hashes	0
TOP.5dc280df.00000288	user_options->force	0
TOP.5dc280df.00000288	user_options->hwmon_disable	0
TOP.5dc280df.00000288	user_options->hwmon_temp_abort	90
TOP.5dc280df.00000288	user_options->hash_mode	0
TOP.5dc280df.00000288	user_options->hex_charset	1
TOP.5dc280df.00000288	user_options->hex_salt	0
TOP.5dc280df.00000288	user_options->hex_wordlist	0
TOP.5dc280df.00000288	user_options->increment	0
TOP.5dc280df.00000288	user_options->increment_max	256
TOP.5dc280df.00000288	user_options->increment_min	1
TOP.5dc280df.00000288	user_options->keep_guessing	0
TOP.5dc280df.00000288	user_options->kernel_accel	0
TOP.5dc280df.00000288	user_options->kernel_loops	0
TOP.5dc280df.00000288	user_options->kernel_threads	0
TOP.5dc280df.00000288	user_options->keyspace	0
TOP.5dc280df.00000288	user_options->left	0
TOP.5dc280df.00000288	user_options->logfile_disable	0
TOP.5dc280df.00000288	user_options->loopback	0
TOP.5dc280df.00000288	user_options->machine_readable	0
TOP.5dc280df.00000288	user_options->markov_classic	0
TOP.5dc280df.00000288	user_options->markov_disable	0
TOP.5dc280df.00000288	user_options->markov_threshold	256
TOP.5dc280df.00000288	user_options->opencl_info	0
TOP.5dc280df.00000288	user_options->opencl_vector_width	0
TOP.5dc280df.00000288	user_options->optimized_kernel_enable	1
TOP.5dc280df.00000288	user_options->outfile_autohex	1
TOP.5dc280df.00000288	user_options->outfile_check_timer	5
TOP.5dc280df.00000288	user_options->outfile_format	3
TOP.5dc280df.00000288	user_options->wordlist_autohex_disable	0
TOP.5dc280df.00000288	user_options->potfile_disable	1
TOP.5dc280df.00000288	user_options->progress_only	0
TOP.5dc280df.00000288	user_options->quiet	0
TOP.5dc280df.00000288	user_options->remove	0
TOP.5dc280df.00000288	user_options->remove_timer	60
TOP.5dc280df.00000288	user_options->restore	0
TOP.5dc280df.00000288	user_options->restore_disable	0
TOP.5dc280df.00000288	user_options->restore_timer	60
TOP.5dc280df.00000288	user_options->rp_files_cnt	0
TOP.5dc280df.00000288	user_options->rp_gen	0
TOP.5dc280df.00000288	user_options->rp_gen_func_max	4
TOP.5dc280df.00000288	user_options->rp_gen_func_min	1
TOP.5dc280df.00000288	user_options->rp_gen_seed	0
TOP.5dc280df.00000288	user_options->runtime	0
TOP.5dc280df.00000288	user_options->scrypt_tmto	0
TOP.5dc280df.00000288	user_options->segment_size	33554432
TOP.5dc280df.00000288	user_options->self_test_disable	0
TOP.5dc280df.00000288	user_options->slow_candidates	0
TOP.5dc280df.00000288	user_options->show	0
TOP.5dc280df.00000288	user_options->speed_only	0
TOP.5dc280df.00000288	user_options->spin_damp	8
TOP.5dc280df.00000288	user_options->status	1
TOP.5dc280df.00000288	user_options->status_timer	60
TOP.5dc280df.00000288	user_options->stdout_flag	0
TOP.5dc280df.00000288	user_options->usage	0
TOP.5dc280df.00000288	user_options->username	0
TOP.5dc280df.00000288	user_options->veracrypt_pim	0
TOP.5dc280df.00000288	user_options->version	0
TOP.5dc280df.00000288	user_options->workload_profile	2
TOP.5dc280df.00000288	user_options->brain_client	0
TOP.5dc280df.00000288	user_options->brain_client_features	2
TOP.5dc280df.00000288	user_options->brain_server	0
TOP.5dc280df.00000288	user_options->brain_port	6863
TOP.5dc280df.00000288	user_options->brain_session	0
TOP.5dc280df.00000288	hashes->hashfile	C:\Users\John\Downloads\portables\Hashcat\hashes\hash.txt
TOP.5dc280df.00000288	hashes->hashlist_mode	4
TOP.5dc280df.00000288	hashes->hashlist_format	0
TOP.5dc280df.00000288	hashes->hashes_cnt	0
TOP.5dc280df.00000288	hashes->digests_cnt	1
TOP.5dc280df.00000288	hashes->digests_done	0
TOP.5dc280df.00000288	hashes->salts_cnt	1
TOP.5dc280df.00000288	hashes->salts_done	0
TOP.5dc280df.00000288	proc_start	1573028063
TOP.5dc280df.00000288	proc_stop	1573028063
TOP.5dc280df.00000288	STOP
TOP.5dc2813d.0009217e	START
TOP.5dc2813d.0009217e	user_options->separator	:
TOP.5dc2813d.0009217e	user_options->encoding_from	utf-8
TOP.5dc2813d.0009217e	user_options->encoding_to	utf-8
TOP.5dc2813d.0009217e	user_options->opencl_device_types	1
TOP.5dc2813d.0009217e	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5dc2813d.0009217e	user_options->rule_buf_l	:
TOP.5dc2813d.0009217e	user_options->rule_buf_r	:
TOP.5dc2813d.0009217e	user_options->session	2019-11-06
TOP.5dc2813d.0009217e	user_options->limit	0
TOP.5dc2813d.0009217e	user_options->skip	0
TOP.5dc2813d.0009217e	user_options->attack_mode	0
TOP.5dc2813d.0009217e	user_options->benchmark	0
TOP.5dc2813d.0009217e	user_options->benchmark_all	0
TOP.5dc2813d.0009217e	user_options->bitmap_max	18
TOP.5dc2813d.0009217e	user_options->bitmap_min	16
TOP.5dc2813d.0009217e	user_options->debug_mode	0
TOP.5dc2813d.0009217e	user_options->example_hashes	0
TOP.5dc2813d.0009217e	user_options->force	0
TOP.5dc2813d.0009217e	user_options->hwmon_disable	0
TOP.5dc2813d.0009217e	user_options->hwmon_temp_abort	90
TOP.5dc2813d.0009217e	user_options->hash_mode	0
TOP.5dc2813d.0009217e	user_options->hex_charset	1
TOP.5dc2813d.0009217e	user_options->hex_salt	0
TOP.5dc2813d.0009217e	user_options->hex_wordlist	0
TOP.5dc2813d.0009217e	user_options->increment	0
TOP.5dc2813d.0009217e	user_options->increment_max	256
TOP.5dc2813d.0009217e	user_options->increment_min	1
TOP.5dc2813d.0009217e	user_options->keep_guessing	0
TOP.5dc2813d.0009217e	user_options->kernel_accel	0
TOP.5dc2813d.0009217e	user_options->kernel_loops	0
TOP.5dc2813d.0009217e	user_options->kernel_threads	0
TOP.5dc2813d.0009217e	user_options->keyspace	0
TOP.5dc2813d.0009217e	user_options->left	0
TOP.5dc2813d.0009217e	user_options->logfile_disable	0
TOP.5dc2813d.0009217e	user_options->loopback	0
TOP.5dc2813d.0009217e	user_options->machine_readable	0
TOP.5dc2813d.0009217e	user_options->markov_classic	0
TOP.5dc2813d.0009217e	user_options->markov_disable	0
TOP.5dc2813d.0009217e	user_options->markov_threshold	256
TOP.5dc2813d.0009217e	user_options->opencl_info	0
TOP.5dc2813d.0009217e	user_options->opencl_vector_width	0
TOP.5dc2813d.0009217e	user_options->optimized_kernel_enable	1
TOP.5dc2813d.0009217e	user_options->outfile_autohex	1
TOP.5dc2813d.0009217e	user_options->outfile_check_timer	5
TOP.5dc2813d.0009217e	user_options->outfile_format	1
TOP.5dc2813d.0009217e	user_options->wordlist_autohex_disable	0
TOP.5dc2813d.0009217e	user_options->potfile_disable	1
TOP.5dc2813d.0009217e	user_options->progress_only	0
TOP.5dc2813d.0009217e	user_options->quiet	0
TOP.5dc2813d.0009217e	user_options->remove	0
TOP.5dc2813d.0009217e	user_options->remove_timer	60
TOP.5dc2813d.0009217e	user_options->restore	0
TOP.5dc2813d.0009217e	user_options->restore_disable	0
TOP.5dc2813d.0009217e	user_options->restore_timer	60
TOP.5dc2813d.0009217e	user_options->rp_files_cnt	0
TOP.5dc2813d.0009217e	user_options->rp_gen	0
TOP.5dc2813d.0009217e	user_options->rp_gen_func_max	4
TOP.5dc2813d.0009217e	user_options->rp_gen_func_min	1
TOP.5dc2813d.0009217e	user_options->rp_gen_seed	0
TOP.5dc2813d.0009217e	user_options->runtime	0
TOP.5dc2813d.0009217e	user_options->scrypt_tmto	0
TOP.5dc2813d.0009217e	user_options->segment_size	33554432
TOP.5dc2813d.0009217e	user_options->self_test_disable	0
TOP.5dc2813d.0009217e	user_options->slow_candidates	0
TOP.5dc2813d.0009217e	user_options->show	0
TOP.5dc2813d.0009217e	user_options->speed_only	0
TOP.5dc2813d.0009217e	user_options->spin_damp	8
TOP.5dc2813d.0009217e	user_options->status	1
TOP.5dc2813d.0009217e	user_options->status_timer	60
TOP.5dc2813d.0009217e	user_options->stdout_flag	0
TOP.5dc2813d.0009217e	user_options->usage	0
TOP.5dc2813d.0009217e	user_options->username	0
TOP.5dc2813d.0009217e	user_options->veracrypt_pim	0
TOP.5dc2813d.0009217e	user_options->version	0
TOP.5dc2813d.0009217e	user_options->workload_profile	2
TOP.5dc2813d.0009217e	user_options->brain_client	0
TOP.5dc2813d.0009217e	user_options->brain_client_features	2
TOP.5dc2813d.0009217e	user_options->brain_server	0
TOP.5dc2813d.0009217e	user_options->brain_port	6863
TOP.5dc2813d.0009217e	user_options->brain_session	0
TOP.5dc2813d.0009217e	hashes->hashfile	C:\Users\John\Downloads\portables\Hashcat\hashes\hash.txt
TOP.5dc2813d.0009217e	hashes->hashlist_mode	4
TOP.5dc2813d.0009217e	hashes->hashlist_format	0
TOP.5dc2813d.0009217e	hashes->hashes_cnt	0
TOP.5dc2813d.0009217e	hashes->digests_cnt	1
TOP.5dc2813d.0009217e	hashes->digests_done	0
TOP.5dc2813d.0009217e	hashes->salts_cnt	1
TOP.5dc2813d.0009217e	hashes->salts_done	0
TOP.5dc2813d.0009217e	proc_start	1573028157
TOP.5dc2813d.0009217e	proc_stop	1573028158
TOP.5dc2813d.0009217e	STOP
TOP.5dc28166.000675ae	START
TOP.5dc28166.000675ae	user_options->separator	:
TOP.5dc28166.000675ae	user_options->encoding_from	utf-8
TOP.5dc28166.000675ae	user_options->encoding_to	utf-8
TOP.5dc28166.000675ae	user_options->opencl_device_types	1
TOP.5dc28166.000675ae	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5dc28166.000675ae	user_options->rule_buf_l	:
TOP.5dc28166.000675ae	user_options->rule_buf_r	:
TOP.5dc28166.000675ae	user_options->session	2019-11-06
TOP.5dc28166.000675ae	user_options->limit	0
TOP.5dc28166.000675ae	user_options->skip	0
TOP.5dc28166.000675ae	user_options->attack_mode	0
TOP.5dc28166.000675ae	user_options->benchmark	0
TOP.5dc28166.000675ae	user_options->benchmark_all	0
TOP.5dc28166.000675ae	user_options->bitmap_max	18
TOP.5dc28166.000675ae	user_options->bitmap_min	16
TOP.5dc28166.000675ae	user_options->debug_mode	0
TOP.5dc28166.000675ae	user_options->example_hashes	0
TOP.5dc28166.000675ae	user_options->force	0
TOP.5dc28166.000675ae	user_options->hwmon_disable	0
TOP.5dc28166.000675ae	user_options->hwmon_temp_abort	90
TOP.5dc28166.000675ae	user_options->hash_mode	0
TOP.5dc28166.000675ae	user_options->hex_charset	1
TOP.5dc28166.000675ae	user_options->hex_salt	0
TOP.5dc28166.000675ae	user_options->hex_wordlist	0
TOP.5dc28166.000675ae	user_options->increment	0
TOP.5dc28166.000675ae	user_options->increment_max	256
TOP.5dc28166.000675ae	user_options->increment_min	1
TOP.5dc28166.000675ae	user_options->keep_guessing	0
TOP.5dc28166.000675ae	user_options->kernel_accel	0
TOP.5dc28166.000675ae	user_options->kernel_loops	0
TOP.5dc28166.000675ae	user_options->kernel_threads	0
TOP.5dc28166.000675ae	user_options->keyspace	0
TOP.5dc28166.000675ae	user_options->left	0
TOP.5dc28166.000675ae	user_options->logfile_disable	0
TOP.5dc28166.000675ae	user_options->loopback	0
TOP.5dc28166.000675ae	user_options->machine_readable	0
TOP.5dc28166.000675ae	user_options->markov_classic	0
TOP.5dc28166.000675ae	user_options->markov_disable	0
TOP.5dc28166.000675ae	user_options->markov_threshold	256
TOP.5dc28166.000675ae	user_options->opencl_info	0
TOP.5dc28166.000675ae	user_options->opencl_vector_width	0
TOP.5dc28166.000675ae	user_options->optimized_kernel_enable	1
TOP.5dc28166.000675ae	user_options->outfile_autohex	1
TOP.5dc28166.000675ae	user_options->outfile_check_timer	5
TOP.5dc28166.000675ae	user_options->outfile_format	1
TOP.5dc28166.000675ae	user_options->wordlist_autohex_disable	0
TOP.5dc28166.000675ae	user_options->potfile_disable	1
TOP.5dc28166.000675ae	user_options->progress_only	0
TOP.5dc28166.000675ae	user_options->quiet	0
TOP.5dc28166.000675ae	user_options->remove	0
TOP.5dc28166.000675ae	user_options->remove_timer	60
TOP.5dc28166.000675ae	user_options->restore	0
TOP.5dc28166.000675ae	user_options->restore_disable	0
TOP.5dc28166.000675ae	user_options->restore_timer	60
TOP.5dc28166.000675ae	user_options->rp_files_cnt	0
TOP.5dc28166.000675ae	user_options->rp_gen	0
TOP.5dc28166.000675ae	user_options->rp_gen_func_max	4
TOP.5dc28166.000675ae	user_options->rp_gen_func_min	1
TOP.5dc28166.000675ae	user_options->rp_gen_seed	0
TOP.5dc28166.000675ae	user_options->runtime	0
TOP.5dc28166.000675ae	user_options->scrypt_tmto	0
TOP.5dc28166.000675ae	user_options->segment_size	33554432
TOP.5dc28166.000675ae	user_options->self_test_disable	0
TOP.5dc28166.000675ae	user_options->slow_candidates	0
TOP.5dc28166.000675ae	user_options->show	0
TOP.5dc28166.000675ae	user_options->speed_only	0
TOP.5dc28166.000675ae	user_options->spin_damp	8
TOP.5dc28166.000675ae	user_options->status	1
TOP.5dc28166.000675ae	user_options->status_timer	60
TOP.5dc28166.000675ae	user_options->stdout_flag	0
TOP.5dc28166.000675ae	user_options->usage	0
TOP.5dc28166.000675ae	user_options->username	0
TOP.5dc28166.000675ae	user_options->veracrypt_pim	0
TOP.5dc28166.000675ae	user_options->version	0
TOP.5dc28166.000675ae	user_options->workload_profile	2
TOP.5dc28166.000675ae	user_options->brain_client	0
TOP.5dc28166.000675ae	user_options->brain_client_features	2
TOP.5dc28166.000675ae	user_options->brain_server	0
TOP.5dc28166.000675ae	user_options->brain_port	6863
TOP.5dc28166.000675ae	user_options->brain_session	0
TOP.5dc28166.000675ae	hashes->hashfile	C:\Users\John\Downloads\portables\Hashcat\hashes\hash.txt
TOP.5dc28166.000675ae	hashes->hashlist_mode	4
TOP.5dc28166.000675ae	hashes->hashlist_format	0
TOP.5dc28166.000675ae	hashes->hashes_cnt	0
TOP.5dc28166.000675ae	hashes->digests_cnt	1
TOP.5dc28166.000675ae	hashes->digests_done	0
TOP.5dc28166.000675ae	hashes->salts_cnt	1
TOP.5dc28166.000675ae	hashes->salts_done	0
TOP.5dc28166.000675ae	proc_start	1573028198
TOP.5dc28166.000675ae	proc_stop	1573028199
TOP.5dc28166.000675ae	STOP
TOP.5dc28174.000eebd4	START
TOP.5dc28174.000eebd4	user_options->separator	:
TOP.5dc28174.000eebd4	user_options->encoding_from	utf-8
TOP.5dc28174.000eebd4	user_options->encoding_to	utf-8
TOP.5dc28174.000eebd4	user_options->opencl_device_types	1
TOP.5dc28174.000eebd4	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5dc28174.000eebd4	user_options->rule_buf_l	:
TOP.5dc28174.000eebd4	user_options->rule_buf_r	:
TOP.5dc28174.000eebd4	user_options->session	2019-11-06
TOP.5dc28174.000eebd4	user_options->limit	0
TOP.5dc28174.000eebd4	user_options->skip	0
TOP.5dc28174.000eebd4	user_options->attack_mode	0
TOP.5dc28174.000eebd4	user_options->benchmark	0
TOP.5dc28174.000eebd4	user_options->benchmark_all	0
TOP.5dc28174.000eebd4	user_options->bitmap_max	18
TOP.5dc28174.000eebd4	user_options->bitmap_min	16
TOP.5dc28174.000eebd4	user_options->debug_mode	0
TOP.5dc28174.000eebd4	user_options->example_hashes	0
TOP.5dc28174.000eebd4	user_options->force	0
TOP.5dc28174.000eebd4	user_options->hwmon_disable	0
TOP.5dc28174.000eebd4	user_options->hwmon_temp_abort	90
TOP.5dc28174.000eebd4	user_options->hash_mode	0
TOP.5dc28174.000eebd4	user_options->hex_charset	1
TOP.5dc28174.000eebd4	user_options->hex_salt	0
TOP.5dc28174.000eebd4	user_options->hex_wordlist	0
TOP.5dc28174.000eebd4	user_options->increment	0
TOP.5dc28174.000eebd4	user_options->increment_max	256
TOP.5dc28174.000eebd4	user_options->increment_min	1
TOP.5dc28174.000eebd4	user_options->keep_guessing	0
TOP.5dc28174.000eebd4	user_options->kernel_accel	0
TOP.5dc28174.000eebd4	user_options->kernel_loops	0
TOP.5dc28174.000eebd4	user_options->kernel_threads	0
TOP.5dc28174.000eebd4	user_options->keyspace	0
TOP.5dc28174.000eebd4	user_options->left	0
TOP.5dc28174.000eebd4	user_options->logfile_disable	0
TOP.5dc28174.000eebd4	user_options->loopback	0
TOP.5dc28174.000eebd4	user_options->machine_readable	0
TOP.5dc28174.000eebd4	user_options->markov_classic	0
TOP.5dc28174.000eebd4	user_options->markov_disable	0
TOP.5dc28174.000eebd4	user_options->markov_threshold	256
TOP.5dc28174.000eebd4	user_options->opencl_info	0
TOP.5dc28174.000eebd4	user_options->opencl_vector_width	0
TOP.5dc28174.000eebd4	user_options->optimized_kernel_enable	1
TOP.5dc28174.000eebd4	user_options->outfile_autohex	1
TOP.5dc28174.000eebd4	user_options->outfile_check_timer	5
TOP.5dc28174.000eebd4	user_options->outfile_format	1
TOP.5dc28174.000eebd4	user_options->wordlist_autohex_disable	0
TOP.5dc28174.000eebd4	user_options->potfile_disable	1
TOP.5dc28174.000eebd4	user_options->progress_only	0
TOP.5dc28174.000eebd4	user_options->quiet	0
TOP.5dc28174.000eebd4	user_options->remove	0
TOP.5dc28174.000eebd4	user_options->remove_timer	60
TOP.5dc28174.000eebd4	user_options->restore	0
TOP.5dc28174.000eebd4	user_options->restore_disable	0
TOP.5dc28174.000eebd4	user_options->restore_timer	60
TOP.5dc28174.000eebd4	user_options->rp_files_cnt	0
TOP.5dc28174.000eebd4	user_options->rp_gen	0
TOP.5dc28174.000eebd4	user_options->rp_gen_func_max	4
TOP.5dc28174.000eebd4	user_options->rp_gen_func_min	1
TOP.5dc28174.000eebd4	user_options->rp_gen_seed	0
TOP.5dc28174.000eebd4	user_options->runtime	0
TOP.5dc28174.000eebd4	user_options->scrypt_tmto	0
TOP.5dc28174.000eebd4	user_options->segment_size	33554432
TOP.5dc28174.000eebd4	user_options->self_test_disable	0
TOP.5dc28174.000eebd4	user_options->slow_candidates	0
TOP.5dc28174.000eebd4	user_options->show	0
TOP.5dc28174.000eebd4	user_options->speed_only	0
TOP.5dc28174.000eebd4	user_options->spin_damp	8
TOP.5dc28174.000eebd4	user_options->status	1
TOP.5dc28174.000eebd4	user_options->status_timer	60
TOP.5dc28174.000eebd4	user_options->stdout_flag	0
TOP.5dc28174.000eebd4	user_options->usage	0
TOP.5dc28174.000eebd4	user_options->username	0
TOP.5dc28174.000eebd4	user_options->veracrypt_pim	0
TOP.5dc28174.000eebd4	user_options->version	0
TOP.5dc28174.000eebd4	user_options->workload_profile	2
TOP.5dc28174.000eebd4	user_options->brain_client	0
TOP.5dc28174.000eebd4	user_options->brain_client_features	2
TOP.5dc28174.000eebd4	user_options->brain_server	0
TOP.5dc28174.000eebd4	user_options->brain_port	6863
TOP.5dc28174.000eebd4	user_options->brain_session	0
TOP.5dc28174.000eebd4	hashes->hashfile	C:\Users\John\Downloads\portables\Hashcat\hashes\hash.txt
TOP.5dc28174.000eebd4	hashes->hashlist_mode	4
TOP.5dc28174.000eebd4	hashes->hashlist_format	0
TOP.5dc28174.000eebd4	hashes->hashes_cnt	0
TOP.5dc28174.000eebd4	hashes->digests_cnt	1
TOP.5dc28174.000eebd4	hashes->digests_done	0
TOP.5dc28174.000eebd4	hashes->salts_cnt	1
TOP.5dc28174.000eebd4	hashes->salts_done	0
TOP.5dc28174.000eebd4	proc_start	1573028212
TOP.5dc28174.000eebd4	proc_stop	1573028213
TOP.5dc28174.000eebd4	STOP
TOP.5dc281e7.0006e1bf	START
TOP.5dc281e7.0006e1bf	user_options->separator	:
TOP.5dc281e7.0006e1bf	user_options->encoding_from	utf-8
TOP.5dc281e7.0006e1bf	user_options->encoding_to	utf-8
TOP.5dc281e7.0006e1bf	user_options->opencl_device_types	1
TOP.5dc281e7.0006e1bf	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5dc281e7.0006e1bf	user_options->rule_buf_l	:
TOP.5dc281e7.0006e1bf	user_options->rule_buf_r	:
TOP.5dc281e7.0006e1bf	user_options->session	2019-11-06
TOP.5dc281e7.0006e1bf	user_options->limit	0
TOP.5dc281e7.0006e1bf	user_options->skip	0
TOP.5dc281e7.0006e1bf	user_options->attack_mode	0
TOP.5dc281e7.0006e1bf	user_options->benchmark	0
TOP.5dc281e7.0006e1bf	user_options->benchmark_all	0
TOP.5dc281e7.0006e1bf	user_options->bitmap_max	18
TOP.5dc281e7.0006e1bf	user_options->bitmap_min	16
TOP.5dc281e7.0006e1bf	user_options->debug_mode	0
TOP.5dc281e7.0006e1bf	user_options->example_hashes	0
TOP.5dc281e7.0006e1bf	user_options->force	0
TOP.5dc281e7.0006e1bf	user_options->hwmon_disable	0
TOP.5dc281e7.0006e1bf	user_options->hwmon_temp_abort	90
TOP.5dc281e7.0006e1bf	user_options->hash_mode	0
TOP.5dc281e7.0006e1bf	user_options->hex_charset	1
TOP.5dc281e7.0006e1bf	user_options->hex_salt	0
TOP.5dc281e7.0006e1bf	user_options->hex_wordlist	0
TOP.5dc281e7.0006e1bf	user_options->increment	0
TOP.5dc281e7.0006e1bf	user_options->increment_max	256
TOP.5dc281e7.0006e1bf	user_options->increment_min	1
TOP.5dc281e7.0006e1bf	user_options->keep_guessing	0
TOP.5dc281e7.0006e1bf	user_options->kernel_accel	0
TOP.5dc281e7.0006e1bf	user_options->kernel_loops	0
TOP.5dc281e7.0006e1bf	user_options->kernel_threads	0
TOP.5dc281e7.0006e1bf	user_options->keyspace	0
TOP.5dc281e7.0006e1bf	user_options->left	0
TOP.5dc281e7.0006e1bf	user_options->logfile_disable	0
TOP.5dc281e7.0006e1bf	user_options->loopback	0
TOP.5dc281e7.0006e1bf	user_options->machine_readable	0
TOP.5dc281e7.0006e1bf	user_options->markov_classic	0
TOP.5dc281e7.0006e1bf	user_options->markov_disable	0
TOP.5dc281e7.0006e1bf	user_options->markov_threshold	256
TOP.5dc281e7.0006e1bf	user_options->opencl_info	0
TOP.5dc281e7.0006e1bf	user_options->opencl_vector_width	0
TOP.5dc281e7.0006e1bf	user_options->optimized_kernel_enable	1
TOP.5dc281e7.0006e1bf	user_options->outfile_autohex	1
TOP.5dc281e7.0006e1bf	user_options->outfile_check_timer	5
TOP.5dc281e7.0006e1bf	user_options->outfile_format	1
TOP.5dc281e7.0006e1bf	user_options->wordlist_autohex_disable	0
TOP.5dc281e7.0006e1bf	user_options->potfile_disable	1
TOP.5dc281e7.0006e1bf	user_options->progress_only	0
TOP.5dc281e7.0006e1bf	user_options->quiet	0
TOP.5dc281e7.0006e1bf	user_options->remove	0
TOP.5dc281e7.0006e1bf	user_options->remove_timer	60
TOP.5dc281e7.0006e1bf	user_options->restore	0
TOP.5dc281e7.0006e1bf	user_options->restore_disable	0
TOP.5dc281e7.0006e1bf	user_options->restore_timer	60
TOP.5dc281e7.0006e1bf	user_options->rp_files_cnt	0
TOP.5dc281e7.0006e1bf	user_options->rp_gen	0
TOP.5dc281e7.0006e1bf	user_options->rp_gen_func_max	4
TOP.5dc281e7.0006e1bf	user_options->rp_gen_func_min	1
TOP.5dc281e7.0006e1bf	user_options->rp_gen_seed	0
TOP.5dc281e7.0006e1bf	user_options->runtime	0
TOP.5dc281e7.0006e1bf	user_options->scrypt_tmto	0
TOP.5dc281e7.0006e1bf	user_options->segment_size	33554432
TOP.5dc281e7.0006e1bf	user_options->self_test_disable	0
TOP.5dc281e7.0006e1bf	user_options->slow_candidates	0
TOP.5dc281e7.0006e1bf	user_options->show	0
TOP.5dc281e7.0006e1bf	user_options->speed_only	0
TOP.5dc281e7.0006e1bf	user_options->spin_damp	8
TOP.5dc281e7.0006e1bf	user_options->status	1
TOP.5dc281e7.0006e1bf	user_options->status_timer	60
TOP.5dc281e7.0006e1bf	user_options->stdout_flag	0
TOP.5dc281e7.0006e1bf	user_options->usage	0
TOP.5dc281e7.0006e1bf	user_options->username	0
TOP.5dc281e7.0006e1bf	user_options->veracrypt_pim	0
TOP.5dc281e7.0006e1bf	user_options->version	0
TOP.5dc281e7.0006e1bf	user_options->workload_profile	2
TOP.5dc281e7.0006e1bf	user_options->brain_client	0
TOP.5dc281e7.0006e1bf	user_options->brain_client_features	2
TOP.5dc281e7.0006e1bf	user_options->brain_server	0
TOP.5dc281e7.0006e1bf	user_options->brain_port	6863
TOP.5dc281e7.0006e1bf	user_options->brain_session	0
TOP.5dc281e7.0006e1bf	hashes->hashfile	C:\Users\John\Downloads\portables\Hashcat\hashes\hash.txt
TOP.5dc281e7.0006e1bf	hashes->hashlist_mode	4
TOP.5dc281e7.0006e1bf	hashes->hashlist_format	0
TOP.5dc281e7.0006e1bf	hashes->hashes_cnt	0
TOP.5dc281e7.0006e1bf	hashes->digests_cnt	1
TOP.5dc281e7.0006e1bf	hashes->digests_done	0
TOP.5dc281e7.0006e1bf	hashes->salts_cnt	1
TOP.5dc281e7.0006e1bf	hashes->salts_done	0
TOP.5dc281e7.0006e1bf	proc_start	1573028327
TOP.5dc281e7.0006e1bf	proc_stop	1573028328
TOP.5dc281e7.0006e1bf	STOP
TOP.5dc281f9.0006002b	START
TOP.5dc281f9.0006002b	user_options->separator	:
TOP.5dc281f9.0006002b	user_options->encoding_from	utf-8
TOP.5dc281f9.0006002b	user_options->encoding_to	utf-8
TOP.5dc281f9.0006002b	user_options->opencl_device_types	1
TOP.5dc281f9.0006002b	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5dc281f9.0006002b	user_options->rule_buf_l	:
TOP.5dc281f9.0006002b	user_options->rule_buf_r	:
TOP.5dc281f9.0006002b	user_options->session	2019-11-06
TOP.5dc281f9.0006002b	user_options->limit	0
TOP.5dc281f9.0006002b	user_options->skip	0
TOP.5dc281f9.0006002b	user_options->attack_mode	0
TOP.5dc281f9.0006002b	user_options->benchmark	0
TOP.5dc281f9.0006002b	user_options->benchmark_all	0
TOP.5dc281f9.0006002b	user_options->bitmap_max	18
TOP.5dc281f9.0006002b	user_options->bitmap_min	16
TOP.5dc281f9.0006002b	user_options->debug_mode	0
TOP.5dc281f9.0006002b	user_options->example_hashes	0
TOP.5dc281f9.0006002b	user_options->force	0
TOP.5dc281f9.0006002b	user_options->hwmon_disable	0
